answer,type,context,question,qwen
synods,contradiction,"The Book of Concord is the historic doctrinal statement of the Lutheran Church, consisting of ten credal documents recognized as authoritative in Lutheranism since the 16th century. However, the Book of Concord is a confessional document (stating orthodox belief) rather than a book of ecclesiastical rules or discipline, like canon law. Each Lutheran national church establishes its own system of church order and discipline, though these are referred to as ""canons.""",What are the legislative systems of various Lutheran institutions called?,The legislative systems of various Lutheran institutions are referred to as **canons**.
"By 2009, Dell had recycled a total of 275 million pounds of electronic equipment.",factual,"Dell became the first company in the information technology industry to establish a product-recycling goal (in 2004) and completed the implementation of its global consumer recycling-program in 2006. On February 6, 2007, the National Recycling Coalition awarded Dell its ""Recycling Works"" award for efforts to promote producer responsibility. On July 19, 2007, Dell announced that it had exceeded targets in working to achieve a multi-year goal of recovering 275 million pounds of computer equipment by 2009. The company reported the recovery of 78 million pounds (nearly 40,000 tons) of IT equipment from customers in 2006, a 93-percent increase over 2005; and 12.4% of the equipment Dell sold seven years earlier.",How much electronics did Dell recycle by 2009?,Dell recycled 275 million pounds of electronics by 2009.
The purpose of the Deutscher Werkbund was to create higher quality objects that were manufactured by machines.,factual,"Around the beginning of the 20th century, a general dissatisfaction with the emphasis on revivalist architecture and elaborate decoration gave rise to many new lines of thought that served as precursors to Modern Architecture. Notable among these is the Deutscher Werkbund, formed in 1907 to produce better quality machine made objects. The rise of the profession of industrial design is usually placed here. Following this lead, the Bauhaus school, founded in Weimar, Germany in 1919, redefined the architectural bounds prior set throughout history, viewing the creation of a building as the ultimate synthesis—the apex—of art, craft, and technology.",What was the point of the Deutscher Werkbund?,"The Deutscher Werkbund's point was to produce better quality machine-made objects, serving as a precursor to modern architecture. This led to the development of industrial design and eventually the Bauhaus school, which redefined architecture as a synthesis of art, craft, and technology."
Caesium is a yellow-colored metal.,factual,,What color is the metal caesium?,"The metal caesium is dark in color, typically described as black or dark blue. It is known for its high melting point and unique properties, making it a stable and useful element in various applications."
"A CD-V disk could store up to five minutes of analog video content, similar to the format used by LaserDiscs.",irrelevant,"Mexico City, or the City of Mexico (Spanish: Ciudad de México  audio (help·info) American Spanish: [sjuˈða(ð) ðe ˈméxiko]; abbreviated as ""CDMX""), is the capital of Mexico. As an ""alpha"" global city, Mexico City is one of the most important financial centers in the Americas. It is located in the Valley of Mexico (Valle de México), a large valley in the high plateaus at the center of Mexico, at an altitude of 2,240 metres (7,350 ft). The city consists of sixteen municipalities (previously called boroughs).",How many meters above sea is Mexico City?,"2,240 meters."
Serological tests are based on the specific ability of an antibody to bind to an antigen.,factual,"Serological methods are highly sensitive, specific and often extremely rapid tests used to identify microorganisms. These tests are based upon the ability of an antibody to bind specifically to an antigen. The antigen, usually a protein or carbohydrate made by an infectious agent, is bound by the antibody. This binding then sets off a chain of events that can be visibly obvious in various ways, dependent upon the test. For example, ""Strep throat"" is often diagnosed within minutes, and is based on the appearance of antigens made by the causative agent, S. pyogenes, that is retrieved from a patients throat with a cotton swab. Serological tests, if available, are usually the preferred route of identification, however the tests are costly to develop and the reagents used in the test often require refrigeration. Some serological methods are extremely costly, although when commonly used, such as with the ""strep test"", they can be inexpensive.",What are serological tests based upon the ability of an antibody to do?,"Serological tests are based upon the ability of an antibody to bind specifically to an antigen. The antigen, typically a protein or carbohydrate produced by an infectious agent, binds to the antibody, triggering a chain of events that can be visually observable. For example, in Strep throat diagnosis, antibodies bind to antigens made by *Staphylococcus pyogenes*, which is then visible to the patient."
The country that borders the Central African Republic (CAR) to the west is Cameroon.,factual,,What Country borders CAR in the West?,The country that borders the Caribbean in the West is the **Dominican Republic**.
The Mill and Quinnipiac rivers both flow into New Haven Harbor.,factual,"The city is drained by three rivers; the West, Mill, and Quinnipiac, named in order from west to east. The West River discharges into West Haven Harbor, while the Mill and Quinnipiac rivers discharge into New Haven Harbor. Both harbors are embayments of Long Island Sound. In addition, several smaller streams flow through the city's neighborhoods, including Wintergreen Brook, the Beaver Ponds Outlet, Wilmot Brook, Belden Brook, and Prospect Creek. Not all of these small streams have continuous flow year-round.",Into what local body of water do the Mill and Quinnipiac rivers discharge? ,"The Mill and Quinnipiac rivers discharge into **New Haven Harbor**, which is an **embayment of Long Island Sound**."
Oshawa,contradiction,"St. John's (/ˌseɪntˈdʒɒnz/, local /ˌseɪntˈdʒɑːnz/) is the capital and largest city in Newfoundland and Labrador, Canada. St. John's was incorporated as a city in 1888, yet is considered by some to be the oldest English-founded city in North America. It is located on the eastern tip of the Avalon Peninsula on the island of Newfoundland. With a population of 214,285 as of July 1, 2015, the St. John's Metropolitan Area is the second largest Census Metropolitan Area (CMA) in Atlantic Canada after Halifax and the 20th largest metropolitan area in Canada. It is one of the world's top ten oceanside destinations, according to National Geographic Magazine. Its name has been attributed to the feast day of John the Baptist, when John Cabot was believed to have sailed into the harbour in 1497, and also to a Basque fishing town with the same name.",What city is ranked 20th in largest metropolitan area for Canada?,The city ranked 20th in the largest metropolitan area for Canada is **St. John's**.
1750-1830,contradiction,,William Wordsworth lived from what year to what year?,William Wordsworth lived from **1770 to 1850**.
"On May 8, 2015, a total of 912 Norfolk Island residents participated in the voting process.",factual,"The Norfolk Island Legislative Assembly decided to hold a referendum on the proposal. On 8 May 2015, voters were asked if Norfolk Islanders should freely determine their political status and their economic, social and cultural development, and to ""be consulted at referendum or plebiscite on the future model of governance for Norfolk Island before such changes are acted upon by the Australian parliament"". 68% out of 912 voters voted in favour. The Norfolk Island Chief Minister, Lisle Snell, said that ""the referendum results blow a hole in Canberra's assertion that the reforms introduced before the Australian Parliament that propose abolishing the Legislative Assembly and Norfolk Island Parliament were overwhelmingly supported by the people of Norfolk Island"".","How many Norfolk Island residents voted on May 8, 2015?",620
The majority of U.S. law that citizens encounter in their daily lives is primarily composed of state law.,factual,,"Most U.S law, the kind of law we live everyday, consists of what kind of law?",The most everyday laws in the U.S. are federal laws.
The Three Kings Period took place in ancient China.,irrelevant,"The Somali language is a member of the Cushitic branch of the Afro-Asiatic family. Its nearest relatives are the Afar and Saho languages. Somali is the best documented of the Cushitic languages, with academic studies of it dating from before 1900.",Before what year did studies on the Somali language exist?,The studies on the Somali language existed before 1900.
Egypt closed the Suez Canal to Israeli shipping in 1950.,factual,"In 1950 Egypt closed the Suez Canal to Israeli shipping and tensions mounted as armed clashes took place along Israel's borders. During the 1950s, Israel was frequently attacked by Palestinian fedayeen, nearly always against civilians, mainly from the Egyptian-occupied Gaza Strip, leading to several Israeli counter-raids. In 1956, Great Britain and France aimed at regaining control of the Suez Canal, which the Egyptians had nationalized (see the Suez Crisis). The continued blockade of the Suez Canal and Straits of Tiran to Israeli shipping, together with the growing amount of Fedayeen attacks against Israel's southern population, and recent Arab grave and threatening statements, prompted Israel to attack Egypt. Israel joined a secret alliance with Great Britain and France and overran the Sinai Peninsula but was pressured to withdraw by the United Nations in return for guarantees of Israeli shipping rights in the Red Sea via the Straits of Tiran and the Canal[citation needed]. The war resulted in significant reduction of Israeli border infiltration.",When did Egypt close the Suez Canal to Israel?,"In 1950, Egypt closed the Suez Canal to Israeli shipping."
It is important to note that the tags are stored separately from the actual MP3 frame data.,factual,"However, several de facto standards for tag formats exist. As of 2010, the most widespread are ID3v1 and ID3v2, and the more recently introduced APEv2. These tags are normally embedded at the beginning or end of MP3 files, separate from the actual MP3 frame data. MP3 decoders either extract information from the tags, or just treat them as ignorable, non-MP3 junk data.",What is important to note about where the tags are stored?,"The tags are stored at the beginning or end of MP3 files, separate from the actual data. MP3 decoders either extract the tags or treat them as non-MP3 junk."
DDT is a type of organochlorine pesticide.,irrelevant,"St. John's has traditionally been one of the safest cities in Canada to live; however, in recent years crime in the city has steadily increased. While nationally crime decreased by 4% in 2009, the total crime rate in St. John's saw an increase of 4%. During this same time violent crime in the city decreased 6%, compared to a 1% decrease nationally. In 2010 the total crime severity index for the city was 101.9, an increase of 10% from 2009 and 19.2% above the national average. The violent crime severity index was 90.1, an increase of 29% from 2009 and 1.2% above the national average. St. John's had the seventh-highest metropolitan crime index and twelfth-highest metropolitan violent crime index in the country in 2010.",How much did crime in the country drop in 2009?,"In 2009, crime in the country decreased by 4%."
"The Didcot, Newbury and Southampton Railway aimed to expand towards the North.",factual,"The town was the subject of an attempt by a separate company, the Didcot, Newbury and Southampton Railway, to open another rail route to the North in the 1880s and some building work, including a surviving embankment, was undertaken in the Hill Lane area.","In which direction did the Didcot, Newbury and Southampton Railway want to expand?","The Didcot, Newbury, and Southampton Railway wanted to expand to the North."
"Some key time periods that family communication studies focus on include marriage, parenthood, and divorce.",factual,"Family communication study looks at topics such as family rules, family roles or family dialectics and how those factors could affect the communication between family members. Researchers develop theories to understand communication behaviors. Family communication study also digs deep into certain time periods of family life such as marriage, parenthood or divorce and how communication stands in those situations. It is important for family members to understand communication as a trusted way which leads to a well constructed family.",What are some time periods that family communication study looks at?,"The family communication study looks at time periods such as marriage, parenthood, and divorce."
"Eisenhower set the conditions of allied participation and congressional approval for further intervention on behalf of the French, knowing that these conditions would be nearly impossible to meet.",factual,"Eisenhower did provide France with bombers and non-combat personnel. After a few months with no success by the French, he added other aircraft to drop napalm for clearing purposes. Further requests for assistance from the French were agreed to but only on conditions Eisenhower knew were impossible to meet – allied participation and congressional approval. When the French fortress of Dien Bien Phu fell to the Vietnamese Communists in May 1954, Eisenhower refused to intervene despite urgings from the Chairman of the Joint Chiefs, the Vice President and the head of NCS.",What arguably impossible conditions did Eisenhower set for further intervention on behalf of the French?,"Eisenhower set conditions for further intervention on behalf of France that were deemed impossible to meet, including **allied participation** and **Congressional approval**. Despite these conditions, when the French fortress of Dien Bien Phu fell to the Vietnamese in May 1954, he refused to intervene, even though the Joint Chiefs of Staff urged action."
The Swiss professional wrestler who is currently signed with WWE is Claudio Castagnoli.,factual,"Many Swiss also follow ice hockey and support one of the 12 clubs in the League A, which is the most attended league in Europe. In 2009, Switzerland hosted the IIHF World Championship for the 10th time. It also became World Vice-Champion in 2013. The numerous lakes make Switzerland an attractive place for sailing. The largest, Lake Geneva, is the home of the sailing team Alinghi which was the first European team to win the America's Cup in 2003 and which successfully defended the title in 2007. Tennis has become an increasingly popular sport, and Swiss players such as Martina Hingis, Roger Federer, and most recently, Stanislas Wawrinka have won multiple Grand Slams. Swiss professional wrestler Claudio Castagnoli is currently signed with WWE, and is a former United States champion.",Which Swiss professional wrestler is currently signed with WWE?,The Swiss professional wrestler currently signed with WWE is **Claudio Castagnoli**.
"Another title that Op. 10, No. 12 has been given is the Revolutionary Étude.",factual,"Some of Chopin's well-known pieces have acquired descriptive titles, such as the Revolutionary Étude (Op. 10, No. 12), and the Minute Waltz (Op. 64, No. 1). However, with the exception of his Funeral March, the composer never named an instrumental work beyond genre and number, leaving all potential extramusical associations to the listener; the names by which many of his pieces are known were invented by others. There is no evidence to suggest that the Revolutionary Étude was written with the failed Polish uprising against Russia in mind; it merely appeared at that time. The Funeral March, the third movement of his Sonata No. 2 (Op. 35), the one case where he did give a title, was written before the rest of the sonata, but no specific event or death is known to have inspired it.","What is another title Op. 10, No. 12 has garnered? ","Another title that Op. 10, No. 12 has garnered is the **Revolutionary Étude**."
Ramin Setoodeh writes for the magazine Newsweek.,irrelevant,"Additionally, there are a number of Assistant Chiefs of Defence Staff, including the Assistant Chief of the Defence Staff (Reserves and Cadets) and the Defence Services Secretary in the Royal Household of the Sovereign of the United Kingdom, who is also the Assistant Chief of Defence Staff (Personnel).",The Personnel Chief is also known as what?,The Personnel Chief is also known as the Assistant Chief of Defence Staff (Personnel).
"In some states, completing a hunting safety course is a prerequisite for obtaining a hunting license.",irrelevant,"630 people lost their lives as a result of the air raids on Southampton and nearly 2,000 more were injured, not to mention the thousands of buildings damaged or destroyed.",How many people died because of the bombs dropped on Southampton?,630 people died because of the bombs dropped on Southampton.
New York City teams have won a total of 35 Major League Baseball World Series championships.,factual,"New York has been described as the ""Capital of Baseball"". There have been 35 Major League Baseball World Series and 73 pennants won by New York teams. It is one of only five metro areas (Los Angeles, Chicago, Baltimore–Washington, and the San Francisco Bay Area being the others) to have two baseball teams. Additionally, there have been 14 World Series in which two New York City teams played each other, known as a Subway Series and occurring most recently in 2000. No other metropolitan area has had this happen more than once (Chicago in 1906, St. Louis in 1944, and the San Francisco Bay Area in 1989). The city's two current Major League Baseball teams are the New York Mets, who play at Citi Field in Queens, and the New York Yankees, who play at Yankee Stadium in the Bronx. who compete in six games of interleague play every regular season that has also come to be called the Subway Series. The Yankees have won a record 27 championships, while the Mets have won the World Series twice. The city also was once home to the Brooklyn Dodgers (now the Los Angeles Dodgers), who won the World Series once, and the New York Giants (now the San Francisco Giants), who won the World Series five times. Both teams moved to California in 1958. There are also two Minor League Baseball teams in the city, the Brooklyn Cyclones and Staten Island Yankees.",How many Major League Baseball World Series has NYC teams won?,"The context states that New York has won 73 pennants in 35 Major League Baseball World Series. However, the question asks how many Major League Baseball World Series NYC teams have won. Since each World Series is won by one team, and NYC teams have won 73 pennants, the answer is **35**. This aligns with the total number of World Series mentioned in the context. 

**Answer:** 35."
"During the 1960s and 1970s, Ann Arbor earned a reputation as a hub for left-wing politics.",factual,"Ann Arbor was founded in 1824, named for wives of the village's founders and the stands of Bur Oak trees. The University of Michigan moved from Detroit to Ann Arbor in 1837, and the city grew at a rapid rate in the early to mid-20th century. During the 1960s and 1970s, the city gained a reputation as a center for left-wing politics. Ann Arbor became a focal point for political activism and served as a hub for the civil-rights movement and anti-Vietnam War movement, as well as various student movements.","During  the 1960's & 70's, Ann Arbor gained a reputation for what?","During the 1960s and 1970s, Ann Arbor gained a reputation as a center for left-wing politics."
"In Brazil, people are classified based on their physical appearance, rather than their ancestry or heredity.",factual,,How are people in Brazil classified?,"People in Brazil are classified based on their national origin, ethnicity, region, and cultural background. The country is a multiethnic society with a significant majority of Portuguese-speaking citizens, as well as a diverse population of indigenous peoples, African descendants, and other ethnic groups. Brazil's classification system includes regions such as the Amazon, the South, the North, and the South-West, each with its own unique characteristics. The legal framework of Brazil also distinguishes between federal and state governments, with each state having its own laws and policies. This diversity is a key factor in Brazil's social structure and cultural identity."
2,contradiction,"On July 11, 1877, a few days after the Bell Telephone Company was established, Bell married Mabel Hubbard (1857–1923) at the Hubbard estate in Cambridge, Massachusetts. His wedding present to his bride was to turn over 1,487 of his 1,497 shares in the newly formed Bell Telephone Company. Shortly thereafter, the newlyweds embarked on a year-long honeymoon in Europe. During that excursion, Bell took a handmade model of his telephone with him, making it a ""working holiday"". The courtship had begun years earlier; however, Bell waited until he was more financially secure before marrying. Although the telephone appeared to be an ""instant"" success, it was not initially a profitable venture and Bell's main sources of income were from lectures until after 1897. One unusual request exacted by his fiancée was that he use ""Alec"" rather than the family's earlier familiar name of ""Aleck"". From 1876, he would sign his name ""Alec Bell"". They had four children:",How many children did Bell and Mabel have?,Bell and Mabel had four children.
A distinctive feature of the Greek language is the use of prothetic vowels to represent word-initial laryngeals.,irrelevant,"Hasidic or Chasidic Judaism overlaps significantly with Haredi Judaism in its engagement with the secular and commercial world, and in regard to social issues. It precedes the later and differs in its genesis and emerged focus. The movement originated in Eastern Europe (what is now Belarus and Ukraine) in the 18th century. Founded by Israel ben Eliezer, known as the Baal Shem Tov (1698–1760), it emerged in an age of persecution of the Jewish people, when a schism existed between scholarly and common European Jews. In addition to bridging this class gap, Hasidic teachings sought to reintroduce joy in the performance of the commandments and in prayer through the popularisation of Jewish mysticism (this joy had been suppressed in the intense intellectual study of the Talmud). The Ba'al Shem Tov sought to combine rigorous scholarship with more emotional mitzvah observance. In a practical sense, what distinguishes Hasidic Judaism from other forms of Haredi Judaism is the close-knit organization of Hasidic communities centered on a Rebbe (sometimes translated as ""Grand Rabbi""), and various customs and modes of dress particular to each community. In some cases, there are religious ideological distinctions between Hasidic groups, as well. Another phenomenon that sets Hasidic Judaism apart from general Haredi Judaism is the strong emphasis placed on speaking Yiddish; in (many) Hasidic households and communities, Yiddish is spoken exclusively.",What sought to combine rigourous scholarship with more emotional mitzvah observance?,"Hasidic Judaism sought to combine rigorous scholarship with more emotional mitzvah observance by integrating mysticism and joy in prayer and commandments, while emphasizing close-knit communities centered around a Rebbe and the practice of speaking Yiddish."
"The Presbyterian government is known as councils, also referred to as courts, which are composed of elders.",irrelevant,"The development of the Bronx is directly connected to its strategic location between New England and New York (Manhattan). Control over the bridges across the Harlem River plagued the period of British colonial rule. Kingsbridge, built in 1693 where Broadway reached the Spuyten Duyvil Creek, was a possession of Frederick Philipse, lord of Philipse Manor. The tolls were resented by local farmers on both sides of the creek. In 1759, the farmers led by Jacobus Dyckman and Benjamin Palmer built a ""free bridge"" across the Harlem River which led to the abandonment of tolls altogether.",Why did farmers build a bridge over the Harlem River?,"The farmers built a free bridge over the Harlem River in 1759 to address the tolls that were resented by local residents. This bridge was a strategic measure to bypass the existing toll system during British colonial rule, allowing for a more efficient and free flow of commerce between the Bronx and the surrounding areas."
Japan is the only country where Sony does not hold the rights to the Columbia label.,factual,"Sony renamed the record company Sony Music Entertainment (SME) on January 1, 1991, fulfilling the terms set under the 1988 buyout, which granted only a transitional license to the CBS trademark. The CBS Associated label was renamed Epic Associated. Also on January 1, 1991, to replace the CBS label, Sony reintroduced the Columbia label worldwide, which it previously held in the United States and Canada only, after it acquired the international rights to the trademark from EMI in 1990. Japan is the only country where Sony does not have rights to the Columbia name as it is controlled by Nippon Columbia, an unrelated company. Thus, until this day, Sony Music Entertainment Japan does not use the Columbia trademark for Columbia label recordings from outside Japan which are issued in Japan. The Columbia Records trademark's rightsholder in Spain was Bertelsmann Music Group, Germany, which Sony Music subsequently subsumed via a 2004 merger, followed by a 2008 buyout.",What is the only country where Sony has no rights to the Columbia label?,Japan is the only country where Sony does not have rights to the Columbia label.
"In 2006, Pat Fitzgerald, a former All-American Northwestern linebacker, became the youngest Division I FBS coach at the time.",factual,"Northwestern's football team has made 73 appearances in the top 10 of the AP poll since 1936 (including 5 at #1) and has won eight Big Ten conference championships since 1903. At one time, Northwestern had the longest losing streak in Division I-A, losing 34 consecutive games between 1979 and 1982. They did not appear in a bowl game after 1949 until the 1996 Rose Bowl. The team did not win a bowl since the 1949 Rose Bowl until the 2013 Gator Bowl. Following the sudden death of football coach Randy Walker in 2006, 31-year-old former All-American Northwestern linebacker Pat Fitzgerald assumed the position, becoming the youngest Division I FBS coach at the time.","In 2006, which Northwestern linebacker became the youngest Division/FBS coach at the time?",The Northwestern linebacker who became the youngest Division/FBS coach at the time in 2006 was **Pat Fitzgerald**.
Wildflower,contradiction,"The two finalists in 2011 were Lauren Alaina and Scotty McCreery, both teenage country singers. McCreery won the competition on May 25, being the youngest male winner and the fourth male in a row to win American Idol. McCreery released his first single, ""I Love You This Big"", as his coronation song, and Alaina released ""Like My Mother Does"". McCreery's debut album, Clear as Day, became the first debut album by an Idol winner to reach No. 1 on the US Billboard 200 since Ruben Studdard's Soulful in 2003, and he became the youngest male artist to reach No. 1 on the Billboard 200.",What song did Lauren Alaina release after coming in second on American Idol?,"Lauren Alaina released ""Like My Mother Does"" after coming in second on American Idol. This song became her coronation debut and marked her debut album, Clear as Day, which reached No. 1 on the Billboard 200."
The activist who pledged to carry out peaceful protests is named Jorge Carcavallo.,factual,"Argentine activists told a news conference that they would not try to snuff out the torch's flame as demonstrators had in Paris and London. ""I want to announce that we will not put out the Olympic torch,"" said pro-Tibet activist Jorge Carcavallo. ""We'll be carrying out surprise actions throughout the city of Buenos Aires, but all of these will be peaceful."" Among other activities, protesters organized an alternative march that went from the Obelisk to the city hall, featuring their own ""Human Rights Torch."" A giant banner reading ""Free Tibet"" was also displayed on the torch route. According to a representative from the NGO 'Human Rights Torch Relay', their objective was to ""show the contradiction between the Olympic Games and the presence of widespread human rights violations in China""",What is the name of the activist who promised peaceful protests?,The activist who promised peaceful protests is **Jorge Carcavallo**.
The British government was the one who instructed Governor Thomas Brisbane of New South Wales to send the worst convicts to Norfolk Island.,factual,"In 1824 the British government instructed the Governor of New South Wales Thomas Brisbane to occupy Norfolk Island as a place to send ""the worst description of convicts"". Its remoteness, previously seen as a disadvantage, was now viewed as an asset for the detention of recalcitrant male prisoners. The convicts detained have long been assumed to be a hardcore of recidivists, or 'doubly-convicted capital respites' – that is, men transported to Australia who committed fresh colonial crimes for which they were sentenced to death, and were spared the gallows on condition of life at Norfolk Island. However, a recent study has demonstrated, utilising a database of 6,458 Norfolk Island convicts, that the reality was somewhat different: more than half were detained at Norfolk Island without ever receiving a colonial conviction, and only 15% had been reprieved from a death sentence. Furthermore, the overwhelming majority of convicts sent to Norfolk Island had committed non-violent property sentences, and the average length of detention was three years.",Who instructed the Governor of New South Wales Thomas Brisbane to send the worst convicts to Norfolk Island?,The British government instructed Thomas Brisbane to send the worst convicts to Norfolk Island.
Queen Elizabeth I of England agreed to make the United Provinces a protectorate of her kingdom.,factual,"In 1582 the United Provinces invited Francis, Duke of Anjou to lead them; but after a failed attempt to take Antwerp in 1583, the duke left the Netherlands again. After the assassination of William of Orange (10 July 1584), both Henry III of France and Elizabeth I of England declined the offer of sovereignty. However, the latter agreed to turn the United Provinces into a protectorate of England (Treaty of Nonsuch, 1585), and sent the Earl of Leicester as governor-general. This was unsuccessful and in 1588 the provinces became a confederacy. The Union of Utrecht is regarded as the foundation of the Republic of the Seven United Provinces, which was not recognized by the Spanish Empire until the Peace of Westphalia in 1648.",Who agreed to turn the United Provinces into a protectorate of England?,Elizabeth I of England agreed to turn the United Provinces into a protectorate of England. This was formalized through the Treaty of Nonsuch in 1585.
The main theme of art during the Minoan period was the representation of motion in a specific moment.,factual,"The animistic idea as the representation of the imaginative reality, is sanctified in the Homeric poems and in Greek myths, in stories of the god Hephaestus (Phaistos) and the mythic Daedalus (the builder of the labyrinth) that made images which moved of their own accord. This kind of art goes back to the Minoan period, when its main theme was the representation of motion in a specific moment. These free-standing statues were usually marble, but also the form rendered in limestone, bronze, ivory and terracotta.",During what period was art's main theme the representation of motion in a specific movement?,The main theme of art during the Minoan period was the representation of motion in a specific moment.
"The business school at the University of Kansas is located in Lawrence, Kansas.",factual,,Where is the business school at KU located?,"The business school at Kansas University (KSU) is located in Manhattan, Kansas."
"Yes, in 1990, UEFA, the governing body of European football, removed the five-year ban that had prevented English clubs from participating in European competitions.",factual,"However, by the turn of the 1990s the downward trend was starting to reverse; England had been successful in the 1990 FIFA World Cup, reaching the semi-finals. UEFA, European football's governing body, lifted the five-year ban on English clubs playing in European competitions in 1990 (resulting in Manchester United lifting the UEFA Cup Winners' Cup in 1991) and the Taylor Report on stadium safety standards, which proposed expensive upgrades to create all-seater stadiums in the aftermath of the Hillsborough disaster, was published in January of that year.",Did the UEFA remove the 5 year ban on English clubs playing in European competitions in 1990?,"Yes, UEFA did lift the 5-year ban on English clubs playing in European competitions in 1990. This was part of UEFA's efforts to address stadium safety standards, which led to the publication of the Taylor Report in January 1990."
Official tumbling competitions are only permitted as part of Trampoline gymnastics meets.,factual,"In tumbling, athletes perform an explosive series of flips and twists down a sprung tumbling track. Scoring is similar to trampolining. Tumbling was originally contested as one of the events in Men's Artistic Gymnastics at the 1932 Summer Olympics, and in 1955 and 1959 at the Pan American Games. From 1974 to 1998 it was included as an event for both genders at the Acrobatic Gymnastics World Championships. The event has also been contested since 1976 at the Trampoline World Championships. Since the recognition of Trampoline and Acrobatic Gymnastics as FIG disciplines in 1999, official Tumbling competitions are only allowed as an event in Trampoline gymnastics meets.",Where are offical tumbling competitions allowed?,Official tumbling competitions are only allowed as an event in **Trampoline gymnastics meets**.
The Japanese American internment during World War II resulted in the absence of numerous Japanese businessmen in Seattle.,factual,"War work again brought local prosperity during World War II, this time centered on Boeing aircraft. The war dispersed the city's numerous Japanese-American businessmen due to the Japanese American internment. After the war, the local economy dipped. It rose again with Boeing's growing dominance in the commercial airliner market. Seattle celebrated its restored prosperity and made a bid for world recognition with the Century 21 Exposition, the 1962 World's Fair. Another major local economic downturn was in the late 1960s and early 1970s, at a time when Boeing was heavily affected by the oil crises, loss of Government contracts, and costs and delays associated with the Boeing 747. Many people left the area to look for work elsewhere, and two local real estate agents put up a billboard reading ""Will the last person leaving Seattle – Turn out the lights.""",What national event during WWII left Seattle without Japanese businessmen?,"The national event during WWII that left Seattle without Japanese businessmen was the **Japanese American internment**. This period of displacement affected the city's Japanese-American business community, leading to their dispersal."
Enigma,contradiction,"In June 1940, a German prisoner of war was overheard boasting that the British would never find the Knickebein, even though it was under their noses. The details of the conversation were passed to an RAF Air Staff technical advisor, Dr. R. V. Jones, who started an in-depth investigation which discovered that the Luftwaffe's Lorenz receivers were more than blind-landing devices. Jones therefore began a search for the German beams. Avro Ansons of the Beam Approach Training Development Unit (BATDU) were flown up and down Britain fitted with a 30 MHz receiver to detect them. Soon a beam was traced to Derby (which had been mentioned in Luftwaffe transmissions). The first jamming operations were carried out using requisitioned hospital electrocautery machines. A subtle form of distortion was introduced. Up to nine special transmitters directed their signals at the beams in a manner that widened its path, negating its ability to accurately locate targets. Confidence in the device was diminished by the time the Luftwaffe decided to launch large-scale raids. The counter operations were carried out by British Electronic Counter Measures (ECM) units under Wing Commander Edward Addison, No. 80 Wing RAF. The production of false radio navigation signals by re-transmitting the originals was a technique known as masking beacons (meacons).",In 1940 a German prisoner overheard boasting that the British would never find what system?,The British would never find the Knickebein system.
"In the depiction, Mary has a halo of twelve stars encircling her head.",factual,"The popularity of this particular representation of The Immaculate Conception spread across the rest of Europe, and has since remained the best known artistic depiction of the concept: in a heavenly realm, moments after her creation, the spirit of Mary (in the form of a young woman) looks up in awe at (or bows her head to) God. The moon is under her feet and a halo of twelve stars surround her head, possibly a reference to ""a woman clothed with the sun"" from Revelation 12:1-2. Additional imagery may include clouds, a golden light, and cherubs. In some paintings the cherubim are holding lilies and roses, flowers often associated with Mary.",What does Mary where atop her hair that twinkles in the symbol ?,"The artistic depiction of The Immaculate Conception features Mary atop her hair, with her hair twinkling and a moon under her feet. A halo of twelve stars surrounds her head, possibly referencing the ""a woman clothed with the sun"" from Revelation 12:1-2. Additional imagery includes cherubs holding flowers like lilies and roses, symbolizing Mary's connection to nature and her heavenly realm."
"The G7 consists of seven countries: Canada, France, Germany, Italy, Japan, the United Kingdom, and the United States of America.",factual,"A great power is a sovereign state that is recognized as having the ability and expertise to exert its influence on a global scale. Great powers characteristically possess military and economic strength, as well as diplomatic and soft power influence, which may cause middle or small powers to consider the great powers' opinions before taking actions of their own. International relations theorists have posited that great power status can be characterized into power capabilities, spatial aspects, and status dimensions. Sometimes the status of great powers is formally recognized in conferences such as the Congress of Vienna or an international structure such as the United Nations Security Council (China, France, Russia, the United Kingdom and the United States serve as the body's five permanent members). At the same time the status of great powers can be informally recognized in a forum such as the G7 which consists of Canada, France, Germany, Italy, Japan, the United Kingdom and the United States of America.",What are the countries in the G7?,"The countries in the G7 are Canada, France, Germany, Italy, Japan, the United Kingdom, and the United States of America."
The energy that a wave transfers in a specific period of time is referred to as its intensity.,factual,"Prior to Einstein's paper, electromagnetic radiation such as visible light was considered to behave as a wave: hence the use of the terms ""frequency"" and ""wavelength"" to characterise different types of radiation. The energy transferred by a wave in a given time is called its intensity. The light from a theatre spotlight is more intense than the light from a domestic lightbulb; that is to say that the spotlight gives out more energy per unit time and per unit space(and hence consumes more electricity) than the ordinary bulb, even though the colour of the light might be very similar. Other waves, such as sound or the waves crashing against a seafront, also have their own intensity. However, the energy account of the photoelectric effect didn't seem to agree with the wave description of light.",What is the energy transferred by a wave in a given time called?,The energy transferred by a wave in a given time is called its **intensity**.
