answer,type,context,question,qwen
"In China, Super Sports holds the broadcast rights for the Premier League's games, as part of a six-year agreement that started during the 2013-14 season.",factual,"The Premier League is particularly popular in Asia, where it is the most widely distributed sports programme. In Australia, Fox Sports broadcasts almost all of the season's 380 matches live, and Foxtel gives subscribers the option of selecting which Saturday 3pm match to watch. In India, the matches are broadcast live on STAR Sports. In China, the broadcast rights were awarded to Super Sports in a six-year agreement that began in the 2013–14 season. As of the 2013–14 season, Canadian broadcast rights to the Premier League are jointly owned by Sportsnet and TSN, with both rival networks holding rights to 190 matches per season.",Who broadcasts the Premier League's games in China?,"""factual"""
The renovation that left the abbey without towers was carried out by Yevele.,factual,"A narthex (a portico or entrance hall) for the west front was designed by Sir Edwin Lutyens in the mid-20th century but was not built. Images of the abbey prior to the construction of the towers are scarce, though the abbey's official website states that the building was without towers following Yevele's renovation, with just the lower segments beneath the roof level of the Nave completed.",The abbey was without towers following the renovation by whom?,"""factual"""
Victoria was informed of her uncle's passing and her ascension to the throne by the Archbishop of Canterbury and Lord Conyngham.,irrelevant,"Until the 19th century, Westminster was the third seat of learning in England, after Oxford and Cambridge. It was here that the first third of the King James Bible Old Testament and the last half of the New Testament were translated. The New English Bible was also put together here in the 20th century. Westminster suffered minor damage during the Blitz on 15 November 1940.",Westminster Abbey suffered damage during what on 15 November 1940?,irrelevant
"The Carolingian minuscule script, developed by Alcuin for Charlemagne's court, rapidly spread throughout Europe.",factual,"Originally alphabets were written entirely in majuscule letters, spaced between well-defined upper and lower bounds. When written quickly with a pen, these tended to turn into rounder and much simpler forms. It is from these that the first minuscule hands developed, the half-uncials and cursive minuscule, which no longer stayed bound between a pair of lines. These in turn formed the foundations for the Carolingian minuscule script, developed by Alcuin for use in the court of Charlemagne, which quickly spread across Europe. The advantage of the minuscule over majuscule was improved, faster readability.[citation needed]",Carolingian minuscule script quickly spread across which continent?,"""factual"""
"The African Party for the Independence of Guinea and Cape Verde, or PAIGC, was the group that initiated an armed rebellion in Guinea-Bissau.",factual,"An armed rebellion beginning in 1956 by the African Party for the Independence of Guinea and Cape Verde (PAIGC) under the leadership of Amílcar Cabral gradually consolidated its hold on then Portuguese Guinea. Unlike guerrilla movements in other Portuguese colonies, the PAIGC rapidly extended its military control over large portions of the territory, aided by the jungle-like terrain, its easily reached borderlines with neighbouring allies, and large quantities of arms from Cuba, China, the Soviet Union, and left-leaning African countries. Cuba also agreed to supply artillery experts, doctors, and technicians. The PAIGC even managed to acquire a significant anti-aircraft capability in order to defend itself against aerial attack. By 1973, the PAIGC was in control of many parts of Guinea, although the movement suffered a setback in January 1973 when Cabral was assassinated.",What group started an armed rebellion in Guinea-Bissau?,"""factual"""
The creator of the encyclopedia that The Times was known for selling to America was Horace Everett Hooper.,irrelevant,"On December 25, 1991, following the collapse of the Soviet Union, the republic was renamed the Russian Federation, which it remains to this day. This name and ""Russia"" were specified as the official state names in the April 21, 1992 amendment to the existing constitution and were retained as such in the 1993 Constitution of Russia.",When was Russia made an official state name of the Russian Federation?,irrelevant
"The Lincoln Tunnel is the tunnel that 120,000 vehicles travel through each day in NYC.",factual,"Manhattan Island is linked to New York City's outer boroughs and New Jersey by several tunnels as well. The Lincoln Tunnel, which carries 120,000 vehicles a day under the Hudson River between New Jersey and Midtown Manhattan, is the busiest vehicular tunnel in the world. The tunnel was built instead of a bridge to allow unfettered passage of large passenger and cargo ships that sailed through New York Harbor and up the Hudson River to Manhattan's piers. The Holland Tunnel, connecting Lower Manhattan to Jersey City, New Jersey, was the world's first mechanically ventilated vehicular tunnel when it opened in 1927. The Queens-Midtown Tunnel, built to relieve congestion on the bridges connecting Manhattan with Queens and Brooklyn, was the largest non-federal project in its time when it was completed in 1940. President Franklin D. Roosevelt was the first person to drive through it. The Hugh L. Carey Tunnel runs underneath Battery Park and connects the Financial District at the southern tip of Manhattan to Red Hook in Brooklyn.","Which tunnel do 120,000 vehicles travel through a day in NYC?","""factual"""
"When the accused person denies wrongdoing in cases of alleged sexual abuse, the elders are instructed to leave the matter in Jehovah's hands.",factual,"Jehovah's Witnesses have been accused of having policies and culture that help to conceal cases of sexual abuse within the organization. The religion has been criticized for its ""two witness rule"" for church discipline, based on its application of scriptures at Deuteronomy 19:15 and Matthew 18:15-17, which requires sexual abuse to be substantiated by secondary evidence if the accused person denies any wrongdoing. In cases where corroboration is lacking, the Watch Tower Society's instruction is that ""the elders will leave the matter in Jehovah's hands"". A former member of the church’s headquarters staff, Barbara Anderson, says the policy effectively requires that there be another witness to an act of molestation, ""which is an impossibility"". Anderson says the policies ""protect pedophiles rather than protect the children."" Jehovah's Witnesses maintain that they have a strong policy to protect children, adding that the best way to protect children is by educating parents; they also state that they do not sponsor activities that separate children from parents.",Whose hands should elders leave allegations of sexual abuse in when the accused person denies wrongdoing?,"""factual"""
"The CD size ""single""-style discs that were compatible with LaserDisc players were known as CD Video (CD-V) discs and Video Single Discs (VSD).",factual,"There were also 12 cm (4.7 in) (CD size) ""single""-style discs produced that were playable on LaserDisc players. These were referred to as CD Video (CD-V) discs, and Video Single Discs (VSD). A CD-V carried up to five minutes of analog LaserDisc-type video content (usually a music video), as well as up to 20 minutes of digital audio CD tracks. The original 1989 release of David Bowie's retrospective Sound + Vision CD box set prominently featured a CD-V video of Ashes to Ashes, and standalone promo CD-Vs featured the video, plus three audio tracks: ""John, I'm Only Dancing"", ""Changes"", and ""The Supermen"".","What were CD size ""single""-style discs called that were compatible with LaserDisc players?","""factual"""
"On average, students at Washington University School of Law score in the 96th percentile among test takers.",factual,"In the 2015 US News & World Report America's Best Graduate Schools, the law school is ranked 18th nationally, out of over 180 law schools. In particular, its Clinical Education Program is currently ranked 4th in the nation. This year, the median score placed the average student in the 96th percentile of test takers. The law school offers a full-time day program, beginning in August, for the J.D. degree. The law school is located in a state-of-the-art building, Anheuser-Busch Hall (opened in 1997). The building combines traditional architecture, a five-story open-stacks library, an integration of indoor and outdoor spaces, and the latest wireless and other technologies. National Jurist ranked Washington University 4th among the ""25 Most Wired Law Schools.""",Where do students in the Washington University School of Law place among test takers on average?,"""factual"""
"The CAP, or Central Arizona Project Aqueduct, is a water supply system that stretches over 300 miles across the desert from the Colorado River, providing Tucson with more than 20 million gallons of ""recharged"" water annually to replenish the groundwater that has been pumped out.",factual,"To prevent further loss of groundwater, Tucson has been involved in water conservation and groundwater preservation efforts, shifting away from its reliance on a series of Tucson area wells in favor of conservation, consumption-based pricing for residential and commercial water use, and new wells in the more sustainable Avra Valley aquifer, northwest of the city. An allocation from the Central Arizona Project Aqueduct (CAP), which passes more than 300 mi (480 km) across the desert from the Colorado River, has been incorporated into the city's water supply, annually providing over 20 million gallons of ""recharged"" water which is pumped into the ground to replenish water pumped out. Since 2001, CAP water has allowed the city to remove or turn off over 80 wells.",What is the CAP?,"""factual"""
Greater London is divided into two main groups of boroughs: Inner London and Outer London.,factual,"Outward urban expansion is now prevented by the Metropolitan Green Belt, although the built-up area extends beyond the boundary in places, resulting in a separately defined Greater London Urban Area. Beyond this is the vast London commuter belt. Greater London is split for some purposes into Inner London and Outer London. The city is split by the River Thames into North and South, with an informal central London area in its interior. The coordinates of the nominal centre of London, traditionally considered to be the original Eleanor Cross at Charing Cross near the junction of Trafalgar Square and Whitehall, are approximately 51°30′26″N 00°07′39″W﻿ / ﻿51.50722°N 0.12750°W﻿ / 51.50722; -0.12750.",Greater London is divided into what two groups of boroughs?,"""factual"""
"After the test scores revealed that no black firefighters scored high enough to qualify for consideration for promotion, the city announced that no one would be promoted.",factual,"In April 2009, the United States Supreme Court agreed to hear a suit over reverse discrimination brought by 18 white firefighters against the city. The suit involved the 2003 promotion test for the New Haven Fire Department. After the tests were scored, no black firefighters scored high enough to qualify for consideration for promotion, so the city announced that no one would be promoted. In the subsequent Ricci v. DeStefano decision the court found 5-4 that New Haven's decision to ignore the test results violated Title VII of the Civil Rights Act of 1964. As a result, a district court subsequently ordered the city to promote 14 of the white firefighters.",What did the city do after the fail test scores for promotions?,"""factual"""
The Austro-Turkish War occurred between the years 1716 and 1718.,factual,"After the Austro-Turkish War of 1716–1718 the Treaty of Passarowitz confirmed the loss of the Banat, Serbia and ""Little Walachia"" (Oltenia) to Austria. The Treaty also revealed that the Ottoman Empire was on the defensive and unlikely to present any further aggression in Europe. The Austro-Russian–Turkish War, which was ended by the Treaty of Belgrade in 1739, resulted in the recovery of Serbia and Oltenia, but the Empire lost the port of Azov, north of the Crimean Peninsula, to the Russians. After this treaty the Ottoman Empire was able to enjoy a generation of peace, as Austria and Russia were forced to deal with the rise of Prussia.",The Austro-Turkish war took place over what years?,"""factual"""
Managers can sometimes evolve into prominent figures in the wrestling world.,factual,"In some cases a wrestler may possess admirable physical traits but perceived mediocre public speaking abilities (such as Brock Lesnar), or their gimmick may be that of a ""wild savage"" needing a handler (such as Kamala). Such performers have historically employed a manager, who speaks on their behalf and adds to the performance. Managers have sometimes become major personalities, including Bobby Heenan, Paul Heyman, Ernie Roth, and Paul Bearer. A manager role may also be filled by a ""valet"", typically an appealing female who may participate in love triangle storylines, ""damsel in distress"" situations, and scripted fights with female wrestlers. Some of these have also gone on to become recognized stars, such as Tammy Lynn Sytch, Stacy Keibler, and Miss Elizabeth.",What sometimes happens with managers?,"""factual"""
"The Southwest is not Spanish-speaking because a large number of English-speaking American settlers entered the region and established their language, culture, and laws as dominant, fully displacing Spanish in the public sphere.",factual,"Through the force of sheer numbers, the English-speaking American settlers entering the Southwest established their language, culture, and law as dominant, to the extent it fully displaced Spanish in the public sphere; this is why the United States never developed bilingualism as Canada did. For example, the California constitutional convention of 1849 had eight Californio participants; the resulting state constitution was produced in English and Spanish, and it contained a clause requiring all published laws and regulations to be published in both languages. The constitutional convention of 1872 had no Spanish-speaking participants; the convention's English-speaking participants felt that the state's remaining minority of Spanish-speakers should simply learn English; and the convention ultimately voted 46-39 to revise the earlier clause so that all official proceedings would henceforth be published only in English.",Why isn't the southwest Spanish speaking?,"""factual"""
Another term for Iranian languages is Iranic languages.,factual,"The Iranian languages or Iranic languages form a branch of the Indo-Iranian languages, which in turn are a branch of the Indo-European language family. The speakers of Iranian languages are known as Iranian peoples. Historical Iranian languages are grouped in three stages: Old Iranian (until 400 BCE), Middle Iranian (400 BCE – 900 CE), and New Iranian (since 900 CE). Of the Old Iranian languages, the better understood and recorded ones are Old Persian (a language of Achaemenid Iran) and Avestan (the language of the Avesta). Middle Iranian languages included Middle Persian (a language of Sassanid Iran), Parthian, and Bactrian.",What is another term meaning Iranian languages?,"""factual"""
"Frederick was able to successfully retreat because his troops maintained good order and the dense woods provided cover, allowing them to withdraw without suffering heavy losses.",factual,"The war was continuing indecisively when on 14 October Marshal Daun's Austrians surprised the main Prussian army at the Battle of Hochkirch in Saxony. Frederick lost much of his artillery but retreated in good order, helped by dense woods. The Austrians had ultimately made little progress in the campaign in Saxony despite Hochkirch and had failed to achieve a decisive breakthrough. After a thwarted attempt to take Dresden, Daun's troops were forced to withdraw to Austrian territory for the winter, so that Saxony remained under Prussian occupation. At the same time, the Russians failed in an attempt to take Kolberg in Pomerania (now Kołobrzeg, Poland) from the Prussians.",Why was Frederick able to retreat successfully?,"""factual"""
Polybius was from Rome.,contradiction,"While a few fragments exist, there is no surviving historical work which dates to the hundred years following Alexander's death. The works of the major Hellenistic historians Hieronymus of Cardia (who worked under Alexander, Antigonus I and other successors), Duris of Samos and Phylarchus which were used by surviving sources are all lost. The earliest and most credible surviving source for the Hellenistic period is Polybius of Megalopolis (c. 200-118), a statesman of the Achaean League until 168 BCE when he was forced to go to Rome as a hostage. His Histories eventually grew to a length of forty books, covering the years 220 to 167 BCE.",Where was Polybius from?,contradiction
The property of wood that varies depending on the species is its density.,irrelevant,"In 334 BC, Alexander the Great invaded the Achaemenid Empire, defeating the last Achaemenid emperor, Darius III, at the Battle of Issus. Following the premature death of Alexander, Iran came under the control of the Hellenistic Seleucid Empire. In the middle of the 2nd century BC, the Parthian Empire rose to become the main power in Iran, and the century-long geopolitical arch-rivalry between Romans and Parthians began, culminating in the Roman–Parthian Wars. The Parthian Empire continued as a feudal monarchy for nearly five centuries, until 224 CE, when it was succeeded by the Sassanid Empire. Together with their neighboring arch-rival, the Roman-Byzantines, they made up the world's two most dominant powers at the time, for over four centuries.",Who was the last Archaemenid Emperor at the time of its defeat by Alexander the Great?,irrelevant
Steve Jobs instructed that the OS version 7.7 be rebranded as Mac OS 8.,factual,"When Steve Jobs returned to Apple in 1997 following the company's purchase of NeXT, he ordered that the OS that had been previewed as version 7.7 be branded Mac OS 8 (in place of the never-to-appear Copland OS). Since Apple had licensed only System 7 to third parties, this move effectively ended the clone line. The decision caused significant financial losses for companies like Motorola, who produced the StarMax; Umax, who produced the SuperMac; and Power Computing, who offered several lines of Mac clones, including the PowerWave, PowerTower, and PowerTower Pro. These companies had invested substantial resources in creating their own Mac-compatible hardware. Apple bought out Power Computing's license, but allowed Umax to continue selling Mac clones until their license expired, as they had a sizeable presence in the lower-end segment that Apple did not. In September 1997 Apple extended Umax' license allowing them to sell clones with Mac OS 8, the only clone maker to do so, but with the restriction that they only sell low-end systems. Without the higher profit margins of high-end systems, however, Umax judged this would not be profitable and exited the Mac clone market in May 1998, having lost USD$36 million on the program.",What did Steve Jobs order the OS version 7.7 to be branded as?,"""factual"""
The Nauru Agreement focuses on the management of tuna purse seine fishing in the tropical western Pacific region.,irrelevant,"Lack of meaningful alternatives, such as affordable schools and quality education, according to ILO, is another major factor driving children to harmful labour. Children work because they have nothing better to do. Many communities, particularly rural areas where between 60–70% of child labour is prevalent, do not possess adequate school facilities. Even when schools are sometimes available, they are too far away, difficult to reach, unaffordable or the quality of education is so poor that parents wonder if going to school is really worth it.",What is the main reason for children today to be in the work force?,contradiction
The University of Paris is credited with initiating the faculty governance model.,factual,"The propagation of universities was not necessarily a steady progression, as the 17th century was rife with events that adversely affected university expansion. Many wars, and especially the Thirty Years' War, disrupted the university landscape throughout Europe at different times. War, plague, famine, regicide, and changes in religious power and structure often adversely affected the societies that provided support for universities. Internal strife within the universities themselves, such as student brawling and absentee professors, acted to destabilize these institutions as well. Universities were also reluctant to give up older curricula, and the continued reliance on the works of Aristotle defied contemporary advancements in science and the arts. This era was also affected by the rise of the nation-state. As universities increasingly came under state control, or formed under the auspices of the state, the faculty governance model (begun by the University of Paris) became more and more prominent. Although the older student-controlled universities still existed, they slowly started to move toward this structural organization. Control of universities still tended to be independent, although university leadership was increasingly appointed by the state.",Which university is said to have started faculty governance?,"""factual"""
"The 419th and 601st Antiaircraft Gun Battalions of the US Army relocated to Belgium as part of the ""Antwerp X"" project.",factual,"The allies' most advanced technologies were showcased by the anti-aircraft defence against the German V-1 cruise missiles (V stands for Vergeltungswaffe, ""retaliation weapon""). The 419th and 601st Antiaircraft Gun Battalions of the US Army were first allocated to the Folkestone-Dover coast to defend London, and then moved to Belgium to become part of the ""Antwerp X"" project. With the liberation of Antwerp, the port city immediately became the highest priority target, and received the largest number of V-1 and V-2 missiles of any city. The smallest tactical unit of the operation was a gun battery consisting of four 90 mm guns firing shells equipped with a radio proximity fuse. Incoming targets were acquired and automatically tracked by SCR-584 radar, developed at the MIT Rad Lab. Output from the gun-laying radar was fed to the M-9 director, an electronic analog computer developed at Bell Laboratories to calculate the lead and elevation corrections for the guns. With the help of these three technologies, close to 90% of the V-1 missiles, on track to the defence zone around the port, were destroyed.",Where did the US Army 419th and 601st relocate to as part of the Antwerp X project?,"""factual"""
"In 2005, Advanced Audio Devices filed a lawsuit against Apple, alleging that the iPod line infringed on their patent for a ""music jukebox"".",factual,"In 2005, Apple faced two lawsuits claiming patent infringement by the iPod line and its associated technologies: Advanced Audio Devices claimed the iPod line breached its patent on a ""music jukebox"", while a Hong Kong-based IP portfolio company called Pat-rights filed a suit claiming that Apple's FairPlay technology breached a patent issued to inventor Ho Keung Tse. The latter case also includes the online music stores of Sony, RealNetworks, Napster, and Musicmatch as defendants.","Which company sued Apple for breach of a ""music jukebox"" patent in 2005?","""factual"""
"The Israelis did not want to divert the Jordan River. Instead, they sought to redirect the waters of the Yarmouk River.",contradiction,"In January 1964, Nasser called for an Arab League summit in Cairo to establish a unified Arab response against Israel's plans to divert the Jordan River's waters for economic purposes, which Syria and Jordan deemed an act of war. Nasser blamed Arab divisions for what he deemed ""the disastrous situation"". He discouraged Syria and Palestinian guerrillas from provoking the Israelis, conceding that he had no plans for war with Israel. During the summit, Nasser developed cordial relations with King Hussein, and ties were mended with the rulers of Saudi Arabia, Syria, and Morocco. In May, Nasser moved to formally share his leadership position over the Palestine issue by initiating the creation of the Palestine Liberation Organization (PLO). In practice, Nasser used the PLO to wield control over the Palestinian fedayeen. Its head was to be Ahmad Shukeiri, Nasser's personal nominee.",What river did the Israelis want to divert?,contradiction
The most popular and prominent church in Armenia is the Armenian Apostolic Church.,factual,"While the Armenian Apostolic Church remains the most prominent church in the Armenian community throughout the world, Armenians (especially in the diaspora) subscribe to any number of other Christian denominations. These include the Armenian Catholic Church (which follows its own liturgy but recognizes the Roman Catholic Pope), the Armenian Evangelical Church, which started as a reformation in the Mother church but later broke away, and the Armenian Brotherhood Church, which was born in the Armenian Evangelical Church, but later broke apart from it. There are other numerous Armenian churches belonging to Protestant denominations of all kinds.",Which Armenian church is the most popular in Armenia?,"""factual"""
One example of a free software license is the GNU General Public License (GPL).,factual,"Some copyright owners voluntarily reduce the scope of what is considered infringement by employing relatively permissive, ""open"" licensing strategies: rather than privately negotiating license terms with individual users who must first seek out the copyright owner and ask for permission, the copyright owner publishes and distributes the work with a prepared license that anyone can use, as long as they adhere to certain conditions. This has the effect of reducing infringement – and the burden on courts – by simply permitting certain types of uses under terms that the copyright owner considers reasonable. Examples include free software licenses, like the GNU General Public License (GPL), and the Creative Commons licenses, which are predominantly applied to visual and literary works.",What is an example of a free software license?,"""factual"""
"According to Robert T. Bakker, the paleontologist community has not sufficiently challenged the prevailing orthodox views on dinosaurs in the last fifty years.",factual,"The revisionist paleontologist Robert T. Bakker, who published his findings as The Dinosaur Heresies, treated the mainstream view of dinosaurs as dogma. ""I have enormous respect for dinosaur paleontologists past and present. But on average, for the last fifty years, the field hasn't tested dinosaur orthodoxy severely enough."" page 27 ""Most taxonomists, however, have viewed such new terminology as dangerously destabilizing to the traditional and well-known scheme..."" page 462. This book apparently influenced Jurassic Park. The illustrations by the author show dinosaurs in very active poses, in contrast to the traditional perception of lethargy. He is an example of a recent scientific endoheretic.",What criticism did Robert T. Bakker share about the paleontologist community regarding the last fifty years?,"""factual"""
Winston Churchill was the one who informed Parliament that prolonged attacks would likely cause three to four million people to flee London for the surrounding countryside.,factual,"In addition to the dead and wounded, government leaders feared mass psychological trauma from aerial attack and a resulting collapse of civil society. A committee of psychiatrists reported to the government in 1938 that there would be three times as many mental as physical casualties from aerial bombing, implying three to four million psychiatric patients. Winston Churchill told Parliament in 1934, ""We must expect that, under the pressure of continuous attack upon London, at least three or four million people would be driven out into the open country around the metropolis."" Panicked reactions during the Munich crisis, such as the migration by 150,000 to Wales, contributed to fear of societal chaos.",Who told Parliament that after long periods of attacks people would leave the cities for the country? ,"""factual"""
Metternich was the one who informed Napoleon that the Frankfurt proposals were likely the most favorable terms the Allies would offer.,factual,"The Allies offered peace terms in the Frankfurt proposals in November 1813. Napoleon would remain as Emperor of France, but it would be reduced to its ""natural frontiers."" That meant that France could retain control of Belgium, Savoy and the Rhineland (the west bank of the Rhine River), while giving up control of all the rest, including all of Spain and the Netherlands, and most of Italy and Germany. Metternich told Napoleon these were the best terms the Allies were likely to offer; after further victories, the terms would be harsher and harsher. Metternich's motivation was to maintain France as a balance against Russian threats, while ending the highly destabilizing series of wars.", Who told Napoleon that the Frankfurt proposals were probably the best terms the Allies would offer?,"""factual"""
Steven Spielberg won the Academy Award for Best Director for his film Schindler's List.,factual,"Spielberg won the Academy Award for Best Director for Schindler's List (1993) and Saving Private Ryan (1998). Three of Spielberg's films—Jaws (1975), E.T. the Extra-Terrestrial (1982), and Jurassic Park (1993)—achieved box office records, originated and came to epitomize the blockbuster film. The unadjusted gross of all Spielberg-directed films exceeds $9 billion worldwide, making him the highest-grossing director in history. His personal net worth is estimated to be more than $3 billion. He has been associated with composer John Williams since 1974, who composed music for all save five of Spielberg's feature films.",What did Spielberg win for Schindler's List?,"""factual"""
"The DualShock 3 was released in Australia on April 24th, 2008.",factual,"At its press conference at the 2007 Tokyo Game Show, Sony announced DualShock 3 (trademarked DUALSHOCK 3), a PlayStation 3 controller with the same function and design as Sixaxis, but with vibration capability included. Hands-on accounts describe the controller as being noticeably heavier than the standard Sixaxis controller and capable of vibration forces comparable to DualShock 2. It was released in Japan on November 11, 2007; in North America on April 5, 2008; in Australia on April 24, 2008; in New Zealand on May 9, 2008; in mainland Europe on July 2, 2008, and in the United Kingdom and Ireland on July 4, 2008.",On what date was the DualShock three released in Australia?,"""factual"""
"The USB specification limits the inrush current, which is the current used to charge decoupling and filter capacitors when a device is first connected.",factual,"In addition to limiting the total average power used by the device, the USB specification limits the inrush current (i.e., that used to charge decoupling and filter capacitors) when the device is first connected. Otherwise, connecting a device could cause problems with the host's internal power. USB devices are also required to automatically enter ultra low-power suspend mode when the USB host is suspended. Nevertheless, many USB host interfaces do not cut off the power supply to USB devices when they are suspended.",What does the USB specification limit?,"""factual"""
"Gulag Camp No. 36 was situated in Perm, which is located in the Ural Mountains.",factual,"In mid-November The Shevchenko Ukrainian Language Society was officially registered. On November 19, 1989, a public gathering in Kiev attracted thousands of mourners, friends and family to the reburial in Ukraine of three inmates of the infamous Gulag Camp No. 36 in Perm in the Ural Mountains: human-rights activists Vasyl Stus, Oleksiy Tykhy, and Yuriy Lytvyn. Their remains were reinterred in Baikove Cemetery. On November 26, 1989, a day of prayer and fasting was proclaimed by Cardinal Myroslav Lubachivsky, thousands of faithful in western Ukraine participated in religious services on the eve of a meeting between Pope John Paul II and Soviet President Gorbachev. On November 28, 1989, the Ukrainian SSR's Council for Religious Affairs issued a decree allowing Ukrainian Catholic congregations to register as legal organizations. The decree was proclaimed on December 1, coinciding with a meeting at the Vatican between the pope and the Soviet president.",Where was Gulag Camp No. 36 located?,irrelevant
"In 2012, Dell was behind Apple Inc. in terms of profits.",factual,"In the shrinking PC industry, Dell continued to lose market share, as it dropped below Lenovo in 2011 to fall to number three in the world. Dell and fellow American contemporary Hewlett Packard came under pressure from Asian PC manufacturers Lenovo, Asus, and Acer, all of which had lower production costs and willing to accept lower profit margins. In addition, while the Asian PC vendors had been improving their quality and design, for instance Lenovo's ThinkPad series was winning corporate customers away from Dell's laptops, Dell's customer service and reputation had been slipping. Dell remained the second-most profitable PC vendor, as it took 13 percent of operating profits in the PC industry during Q4 2012, behind Apple Inc.'s Macintosh that took 45 percent, seven percent at Hewlett Packard, six percent at Lenovo and Asus, and one percent for Acer.",What company was Dell behind in profits in 2012?,"""factual"""
Tamar Park in Central,contradiction," Hong Kong: The event was held in Hong Kong on May 2. In the ceremony held at the Hong Kong Cultural Centre in Tsim Sha Tsui, Chief Executive Donald Tsang handed the torch to the first torchbearer, Olympic medalist Lee Lai Shan. The torch relay then traveled through Nathan Road, Lantau Link, Sha Tin (crossed Shing Mun River via a dragon boat, which had been never used before in the history of Olympic torch relays), Victoria Harbour (crossed by Tin Hau, a VIP vessel managed by the Marine Department) before ending in Golden Bauhinia Square in Wan Chai. A total of 120 torchbearers were selected to participate in the event consisting of celebrities, athletes and pro-Beijing camp politicians. No politicians from the pro-democracy camp were selected as torchbearers. One torchbearer could not participate due to flight delay. It was estimated that more than 200,000 spectators came out and watched the relay. Many enthusiastic supporters wore red shirts and waved large Chinese flags. According to Hong Kong Chief Secretary for Administration Henry Tang, 3,000 police were deployed to ensure order.",Where did the torch relay end in Hong Kong?,contradiction
"In its first year, Tribeca featured a showcase of producers who work exclusively online.",factual,"Cara Cusumano, director of the Tribeca Film Festival, stated in April 2014: ""Piracy is less about people not wanting to pay and more about just wanting the immediacy – people saying, 'I want to watch Spiderman right now' and downloading it"". The statement occurred during the third year that the festival used the Internet to present its content, while it was the first year that it featured a showcase of content producers who work exclusively online. Cusumano further explained that downloading behavior is not merely conducted by people who merely want to obtain content for free:",It was the first year of Tribeca featuring a showcase of producers who do what?,"""factual"""
Armando Dias tragically passed away due to an electric shock.,factual,"Child labour has been a consistent struggle for children in Brazil ever since the country was colonized on April 22, 1550 by Pedro Álvares Cabral. Work that many children took part in was not always visible, legal, or paid. Free or slave labour was a common occurrence for many youths and was a part of their everyday lives as they grew into adulthood. Yet due to there being no clear definition of how to classify what a child or youth is, there has been little historical documentation of child labour during the colonial period. Due to this lack of documentation, it is hard to determine just how many children were used for what kinds of work before the nineteenth century. The first documentation of child labour in Brazil occurred during the time of indigenous societies and slave labour where it was found that children were forcibly working on tasks that exceeded their emotional and physical limits. Armando Dias, for example, died in November 1913 whilst still very young, a victim of an electric shock when entering the textile industry where he worked. Boys and girls were victims of industrial accidents on a daily basis.",How did Armando Dias die?,"""factual"""
"PPE stands for ""Power Processing Element"".",factual,"PlayStation 3 uses the Cell microprocessor, designed by Sony, Toshiba and IBM, as its CPU, which is made up of one 3.2 GHz PowerPC-based ""Power Processing Element"" (PPE) and eight Synergistic Processing Elements (SPEs). The eighth SPE is disabled to improve chip yields. Only six of the seven SPEs are accessible to developers as the seventh SPE is reserved by the console's operating system. Graphics processing is handled by the NVIDIA RSX 'Reality Synthesizer', which can produce resolutions from 480i/576i SD up to 1080p HD. PlayStation 3 has 256 MB of XDR DRAM main memory and 256 MB of GDDR3 video memory for the RSX.",What does PPE stand for?,"""factual"""
"The Old Forge pub is located in Scotland, which is a country within the United Kingdom.",factual,"The highest pub in the United Kingdom is the Tan Hill Inn, Yorkshire, at 1,732 feet (528 m) above sea level. The remotest pub on the British mainland is The Old Forge in the village of Inverie, Lochaber, Scotland. There is no road access and it may only be reached by an 18-mile (29 km) walk over mountains, or a 7-mile (11 km) sea crossing. Likewise, The Berney Arms in Norfolk has no road access. It may be reached by foot or by boat, and by train as it is served by the nearby Berney Arms railway station, which likewise has no road access and serves no other settlement.",In what country of the United Kingdom is the Old Forge pub located?,"""factual"""
The Ottoman Empire first established an air-based military unit in June 1909.,factual,"The establishment of Ottoman military aviation dates back to between June 1909 and July 1911. The Ottoman Empire started preparing its first pilots and planes, and with the founding of the Aviation School (Tayyare Mektebi) in Yeşilköy on 3 July 1912, the Empire began to tutor its own flight officers. The founding of the Aviation School quickened advancement in the military aviation program, increased the number of enlisted persons within it, and gave the new pilots an active role in the Ottoman Army and Navy. In May 1913 the world's first specialized Reconnaissance Training Program was started by the Aviation School and the first separate reconnaissance division was established.[citation needed] In June 1914 a new military academy, the Naval Aviation School (Bahriye Tayyare Mektebi) was founded. With the outbreak of World War I, the modernization process stopped abruptly. The Ottoman aviation squadrons fought on many fronts during World War I, from Galicia in the west to the Caucasus in the east and Yemen in the south.",What was the first date that the Ottoman empire had an air-based military unit?,"""factual"""
Children under the age of six are considered too young for spirometry to be used in determining asthma.,factual,"There is currently no precise test with the diagnosis typically based on the pattern of symptoms and response to therapy over time. A diagnosis of asthma should be suspected if there is a history of: recurrent wheezing, coughing or difficulty breathing and these symptoms occur or worsen due to exercise, viral infections, allergens or air pollution. Spirometry is then used to confirm the diagnosis. In children under the age of six the diagnosis is more difficult as they are too young for spirometry.",What age is too young to use spirometry to determine asthma?,"""factual"""
