answer,type,context,question,qwen
Officers in the USAF wear their rank insignia pinned onto the coat of their service dress uniform.,factual,"The first USAF dress uniform, in 1947, was dubbed and patented ""Uxbridge Blue"" after ""Uxbridge 1683 Blue"", developed at the former Bachman-Uxbridge Worsted Company. The current Service Dress Uniform, which was adopted in 1993 and standardized in 1995, consists of a three-button, pocketless coat, similar to that of a men's ""sport jacket"" (with silver ""U.S."" pins on the lapels, with a silver ring surrounding on those of enlisted members), matching trousers, and either a service cap or flight cap, all in Shade 1620, ""Air Force Blue"" (a darker purplish-blue). This is worn with a light blue shirt (Shade 1550) and Shade 1620 herringbone patterned necktie. Enlisted members wear sleeve insignia on both the jacket and shirt, while officers wear metal rank insignia pinned onto the coat, and Air Force Blue slide-on epaulet loops on the shirt. USAF personnel assigned to Base Honor Guard duties wear, for certain occasions, a modified version of the standard service dress uniform, but with silver trim on the sleeves and trousers, with the addition of a ceremonial belt (if necessary), wheel cap with silver trim and Hap Arnold Device, and a silver aiguillette placed on the left shoulder seam and all devices and accoutrement.",Where does an officer in the USAF wear their rank insignia? ,"""factual"""
"Asphalt Green is situated on East 90th Street, specifically between York Avenue and East End Avenue.",factual,"90th Street is split into two segments. The first segment, West 90th Street begins at Riverside Drive and ends at Central Park West or West Drive, when it is open, in Central Park on the Upper West Side. The second segment of East 90th Street begins at East Drive, at Engineers Gate of Central Park. When East Drive is closed, East 90th Street begins at Fifth Avenue on the Upper East Side and curves to the right at the FDR Drive becoming East End Avenue. Our Lady of Good Counsel Church, is located on East 90th Street between Third Avenue and Second Avenue, across the street from Ruppert Towers (1601 and 1619 Third Avenue) and Ruppert Park. Asphalt Green, which is located on East 90th Street between York Avenue and East End Avenue.",What is located on East 90th Street between York Avenue and East End Avenue?,"""factual"""
Ramin Setoodeh writes for the magazine Newsweek.,irrelevant,"Additionally, there are a number of Assistant Chiefs of Defence Staff, including the Assistant Chief of the Defence Staff (Reserves and Cadets) and the Defence Services Secretary in the Royal Household of the Sovereign of the United Kingdom, who is also the Assistant Chief of Defence Staff (Personnel).",The Personnel Chief is also known as what?,irrelevant
"In the Anglican Communion, the feast of the Presentation of Christ in the Temple is also known as the Purification of the Blessed Virgin Mary.",factual,"Mary's special position within God's purpose of salvation as ""God-bearer"" (Theotokos) is recognised in a number of ways by some Anglican Christians. All the member churches of the Anglican Communion affirm in the historic creeds that Jesus was born of the Virgin Mary, and celebrates the feast days of the Presentation of Christ in the Temple. This feast is called in older prayer books the Purification of the Blessed Virgin Mary on February 2. The Annunciation of our Lord to the Blessed Virgin on March 25 was from before the time of Bede until the 18th century New Year's Day in England. The Annunciation is called the ""Annunciation of our Lady"" in the 1662 Book of Common Prayer. Anglicans also celebrate in the Visitation of the Blessed Virgin on 31 May, though in some provinces the traditional date of July 2 is kept. The feast of the St. Mary the Virgin is observed on the traditional day of the Assumption, August 15. The Nativity of the Blessed Virgin is kept on September 8.",What is another name for the feast of the Presentation of Christ in the Temple in the Anglican Communion?,"""factual"""
Archduchess Marie Louise was 18 years old when she married Napoleon.,factual,"Napoleon turned his focus to domestic affairs after the war. Empress Joséphine had still not given birth to a child from Napoleon, who became worried about the future of his empire following his death. Desperate for a legitimate heir, Napoleon divorced Joséphine in January 1810 and started looking for a new wife. Hoping to cement the recent alliance with Austria through a family connection, Napoleon married the Archduchess Marie Louise, who was 18 years old at the time. On 20 March 1811, Marie Louise gave birth to a baby boy, whom Napoleon made heir apparent and bestowed the title of King of Rome. His son never actually ruled the empire, but historians still refer to him as Napoleon II.",How old was Archduchess Marie Louise when she married Napoleon?,"""factual"""
The people of Boston reacted to the demolition of the West End with strong and vocal public opposition.,factual,"By the early and mid-20th century, the city was in decline as factories became old and obsolete, and businesses moved out of the region for cheaper labor elsewhere. Boston responded by initiating various urban renewal projects under the direction of the Boston Redevelopment Authority (BRA), which was established in 1957. In 1958, BRA initiated a project to improve the historic West End neighborhood. Extensive demolition was met with vociferous public opposition.",How did the people of Boston react to the demolition of the West End?,"""factual"""
"The Daxue Mountains contain the highest point in Sichuan province, known as Gongga Shan.",factual,"Sichuan consists of two geographically very distinct parts. The eastern part of the province is mostly within the fertile Sichuan basin (which is shared by Sichuan with Chongqing Municipality). The western Sichuan consists of the numerous mountain ranges forming the easternmost part of the Qinghai-Tibet Plateau, which are known generically as Hengduan Mountains. One of these ranges, Daxue Mountains, contains the highest point of the province Gongga Shan, at 7,556 metres (24,790 ft) above sea level.",Which mountain range contains the highest point in the Gongga Shan province?,"""factual"""
"75,000",contradiction,"India rejected Chinese demands that the torch route be clear of India's 150,000-strong Tibetan exile community, by which they required a ban on congregation near the curtailed 3 km route. In response Indian officials said India was a democracy, and ""a wholesale ban on protests was out of the question"". Contradicting some other reports, Indian officials also refused permission to the ""Olympic Holy Flame Protection Unit"". The combined effect is a ""rapid deterioration"" of relations between India and China. Meanwhile, the Tibetan government in exile, which is based in India, has stated that it did not support the disruption of the Olympic torch relay.",How many people comprised the Tibetan exile community?,contradiction
Publius Claudius Pulcher fought a sea campaign.,factual,"The efforts of military commanders to channel the divine will were on occasion less successful. In the early days of Rome's war against Carthage, the commander Publius Claudius Pulcher (consul 249 BC) launched a sea campaign ""though the sacred chickens would not eat when he took the auspices."" In defiance of the omen, he threw them into the sea, ""saying that they might drink, since they would not eat. He was defeated, and on being bidden by the senate to appoint a dictator, he appointed his messenger Glycias, as if again making a jest of his country's peril."" His impiety not only lost the battle but ruined his career.",What type of campaign did Publius fight?,"""factual"""
Peter Goldmark was the individual who developed the 33 1/3 rpm record.,factual,"Some recordings, such as books for the blind, were pressed at 16 2⁄3 rpm. Prestige Records released jazz records in this format in the late 1950s; for example, two of their Miles Davis albums were paired together in this format. Peter Goldmark, the man who developed the 33 1⁄3 rpm record, developed the Highway Hi-Fi 16 2⁄3 rpm record to be played in Chrysler automobiles, but poor performance of the system and weak implementation by Chrysler and Columbia led to the demise of the 16 2⁄3 rpm records. Subsequently, the 16 2⁄3 rpm speed was used for narrated publications for the blind and visually impaired, and were never widely commercially available, although it was common to see new turntable models with a 16 rpm speed setting produced as late as the 1970s.",Who developed the 33 1/3 rpm speed record?,"""factual"""
"According to records, Jersey Dutch was last spoken in the year 1921.",factual,"In the United States, an almost extinct dialect of Dutch, Jersey Dutch, spoken by descendants of 17th-century Dutch settlers in Bergen and Passaic counties, was still spoken as late as 1921. Other Dutch-based creole languages once spoken in the Americas include Mohawk Dutch (in Albany, New York), Berbice (in Guyana), Skepi (in Essequibo, Guyana) and Negerhollands (in the United States Virgin Islands). Pennsylvania Dutch is not a member of the set of Dutch dialects and is less misleadingly called Pennsylvania German.","What's the year that Jersey Dutch was last spoken, according to records?","""factual"""
"In September 1971, Gaddafi temporarily resigned from his position, expressing dissatisfaction with the progress of reforms, but he resumed his duties after only a month.",factual,"In May 1970, the Revolutionary Intellectuals Seminar was held to bring intellectuals in line with the revolution, while that year's Legislative Review and Amendment united secular and religious law codes, introducing sharia into the legal system. Ruling by decree, the RCC maintained the monarchy's ban on political parties, in May 1970 banned trade unions, and in 1972 outlawed workers' strikes and suspended newspapers. In September 1971, Gaddafi resigned, claiming to be dissatisfied with the pace of reform, but returned to his position within a month. In February 1973, he resigned again, once more returning the following month.",What did Gaddafi do in 1971?,"""factual"""
The peace lasted for a decade.,contradiction,"The new peace would only last for two years; war recommenced in the aftermath of John's decision in August 1200 to marry Isabella of Angoulême. In order to remarry, John first needed to abandon Isabel, Countess of Gloucester, his first wife; John accomplished this by arguing that he had failed to get the necessary papal permission to marry Isabel in the first place – as a cousin, John could not have legally wed her without this. It remains unclear why John chose to marry Isabella of Angoulême. Contemporary chroniclers argued that John had fallen deeply in love with Isabella, and John may have been motivated by desire for an apparently beautiful, if rather young, girl. On the other hand, the Angoumois lands that came with Isabella were strategically vital to John: by marrying Isabella, John was acquiring a key land route between Poitou and Gascony, which significantly strengthened his grip on Aquitaine.[nb 5]",How long did the new peace last?,contradiction
"Iglesia Punta Carretas translates to ""Punta Carretas Church"" in English.",factual,"Nuestra Señora del Sagrado Corazón (""Our Lady of the Sacred Heart""), also known as Iglesia Punta Carretas (""Punta Carretas Church""), was built between 1917 and 1927 in the Romanesque Revival style. The church was originally part of the Order of Friars Minor Capuchin, but is presently in the parish of the Ecclesiastic Curia. Its location is at the corner of Solano García and José Ellauri. It has a nave and aisles. The roof has many vaults. During the construction of the Punta Carretas Shopping complex, major cracks developed in the structure of the church as a result of differential foundation settlement.",What does Iglesia Punta Carretas mean?,"""factual"""
"Protestants believe in the concept of the invisible church, which encompasses all individuals who profess faith in Jesus Christ, rather than a single, visible institution like the Roman Catholic Church.",factual,"Protestants reject the Roman Catholic Church's doctrine that it is the one true church, believing in the invisible church, which consists of all who profess faith in Jesus Christ. Some Protestant denominations are less accepting of other denominations, and the basic orthodoxy of some is questioned by most of the others. Individual denominations also have formed over very subtle theological differences. Other denominations are simply regional or ethnic expressions of the same beliefs. Because the five solas are the main tenets of the Protestant faith, non-denominational groups and organizations are also considered Protestant.",What type of church do Protestants believe in?,"""factual"""
"Crickets produce sounds by rubbing their wings together, a process known as stridulation, in order to attract a mate or repel other males.",factual,"Adult insects typically move about by walking, flying, or sometimes swimming (see below, Locomotion). As it allows for rapid yet stable movement, many insects adopt a tripedal gait in which they walk with their legs touching the ground in alternating triangles. Insects are the only invertebrates to have evolved flight. Many insects spend at least part of their lives under water, with larval adaptations that include gills, and some adult insects are aquatic and have adaptations for swimming. Some species, such as water striders, are capable of walking on the surface of water. Insects are mostly solitary, but some, such as certain bees, ants and termites, are social and live in large, well-organized colonies. Some insects, such as earwigs, show maternal care, guarding their eggs and young. Insects can communicate with each other in a variety of ways. Male moths can sense the pheromones of female moths over great distances. Other species communicate with sounds: crickets stridulate, or rub their wings together, to attract a mate and repel other males. Lampyridae in the beetle order Coleoptera communicate with light.",What do crickets do in order to attract or repel a mate?,"""factual"""
"European traders exchanged commodities, manufactured goods, and captured people from the hinterlands with the Bantu people.",factual,"The Portuguese explorer Diogo Cão reached the mouth of the Congo in 1484. Commercial relationships quickly grew between the inland Bantu kingdoms and European merchants who traded various commodities, manufactured goods, and people captured from the hinterlands. After centuries as a major hub for transatlantic trade, direct European colonization of the Congo river delta began in the late 19th century, subsequently eroding the power of the Bantu societies in the region.",What did European traders exchange with Bantu people?,"""factual"""
The Boston National Historical Park preserves several historic sites related to the American Revolution.,factual,"Because of the city's prominent role in the American Revolution, several historic sites relating to that period are preserved as part of the Boston National Historical Park. Many are found along the Freedom Trail, which is marked by a red line of bricks embedded in the ground. The city is also home to several art museums, including the Museum of Fine Arts and the Isabella Stewart Gardner Museum. The Institute of Contemporary Art is housed in a contemporary building designed by Diller Scofidio + Renfro in the Seaport District. The University of Massachusetts Boston campus on Columbia Point houses the John F. Kennedy Library. The Boston Athenaeum (one of the oldest independent libraries in the United States), Boston Children's Museum, Bull & Finch Pub (whose building is known from the television show Cheers), Museum of Science, and the New England Aquarium are within the city.",What is preserved in the Boston national Historical Park?,"""factual"""
Three rapid transit systems in New York operate on 24-hour schedules.,factual,"The Staten Island Railway rapid transit system solely serves Staten Island, operating 24 hours a day. The Port Authority Trans-Hudson (PATH train) links Midtown and Lower Manhattan to northeastern New Jersey, primarily Hoboken, Jersey City, and Newark. Like the New York City Subway, the PATH operates 24 hours a day; meaning three of the six rapid transit systems in the world which operate on 24-hour schedules are wholly or partly in New York (the others are a portion of the Chicago 'L', the PATCO Speedline serving Philadelphia, and the Copenhagen Metro).",How many 24-hour rapid transit systems are located in New York?,"""factual"""
One historic theory of the szlachta origins was that they descended from the ancient Iranian tribes called Sarmatians.,factual,"The origins of the szlachta, while ancient, have always been considered obscure.:207 As a result, its members often referred to it as odwieczna (perennial).:207 Two popular historic theories of origin forwarded by its members and earlier historians and chroniclers involved descent from the ancient Iranian tribes known as Sarmatians or from Japheth, one of Noah's sons (by contrast, the peasantry were said to be the offspring of another son of Noah, Ham—and hence subject to bondage under the Curse of Ham—and the Jews as the offspring of Shem). Other fanciful theories included its foundation by Julius Caesar, Alexander the Great:207 or regional leaders who had not mixed their bloodlines with those of 'slaves, prisoners, and aliens'.:208",What was one historic theory of the szlachta origins?,"""factual"""
"In Shifang, the collapse of two chemical plants resulted in the leakage of liquid ammonia.",factual,"All of the highways into Wenchuan, and others throughout the province, were damaged, resulting in delayed arrival of the rescue troops. In Beichuan County, 80% of the buildings collapsed according to Xinhua News. In the city of Shifang, the collapse of two chemical plants led to leakage of some 80 tons of liquid ammonia, with hundreds of people reported buried. In the city of Dujiangyan, south-east of the epicenter, a whole school collapsed with 900 students buried and fewer than 60 survived. The Juyuan Middle School, where many teenagers were buried, was excavated by civilians and cranes. Dujiangyan is home of the Dujiangyan Irrigation System, an ancient water diversion project which is still in use and is a UNESCO World Heritage Site. The project's famous Fish Mouth was cracked but not severely damaged otherwise.",What leaked liquid ammonia in Shifang?,"""factual"""
"The title of the article Nasser wrote for his school paper was ""Voltaire, the Man of Freedom"".",factual,"When his father was transferred to Cairo in 1933, Nasser joined him and attended al-Nahda al-Masria school. He took up acting in school plays for a brief period and wrote articles for the school's paper, including a piece on French philosopher Voltaire titled ""Voltaire, the Man of Freedom"". On 13 November 1935, Nasser led a student demonstration against British rule, protesting against a statement made four days prior by UK foreign minister Samuel Hoare that rejected prospects for the 1923 Constitution's restoration. Two protesters were killed and Nasser received a graze to the head from a policeman's bullet. The incident garnered his first mention in the press: the nationalist newspaper Al Gihad reported that Nasser led the protest and was among the wounded. On 12 December, the new king, Farouk, issued a decree restoring the constitution.",What was the title of the article Nasser wrote for his school paper?,"""factual"""
"The island is home to a variety of invertebrates, including freshwater, terrestrial, and marine species.",factual,"St Helena's biodiversity, however, also includes marine vertebrates, invertebrates (freshwater, terrestrial and marine), fungi (including lichen-forming species), non-vascular plants, seaweeds and other biological groups. To date, very little is known about these, although more than 200 lichen-forming fungi have been recorded, including 9 endemics, suggesting that many significant discoveries remain to be made.",What kind of invertebrates have been found on the island?,"""factual"""
The Russians crossed the Danube River to reach the Turkish province of Dobruja.,irrelevant,"Education remained mostly focused on the training of future clergy. The basic learning of the letters and numbers remained the province of the family or a village priest, but the secondary subjects of the trivium—grammar, rhetoric, logic—were studied in cathedral schools or in schools provided by cities. Commercial secondary schools spread, and some Italian towns had more than one such enterprise. Universities also spread throughout Europe in the 14th and 15th centuries. Lay literacy rates rose, but were still low; one estimate gave a literacy rate of ten per cent of males and one per cent of females in 1500.",What was the main purpose of education in this period?,irrelevant
30–40%,contradiction,"Glaciers are broken into zones based on surface snowpack and melt conditions. The ablation zone is the region where there is a net loss in glacier mass. The equilibrium line separates the ablation zone and the accumulation zone; it is the altitude where the amount of new snow gained by accumulation is equal to the amount of ice lost through ablation. The upper part of a glacier, where accumulation exceeds ablation, is called the accumulation zone. In general, the accumulation zone accounts for 60–70% of the glacier's surface area, more if the glacier calves icebergs. Ice in the accumulation zone is deep enough to exert a downward force that erodes underlying rock. After a glacier melts, it often leaves behind a bowl- or amphitheater-shaped depression that ranges in size from large basins like the Great Lakes to smaller mountain depressions known as cirques.",How much glacial surface area is typically considered accumulation zone?,contradiction
"An EEG of the brain stands for electrocardiography, which is a test that measures the electrical activity of the heart.",contradiction,"As a side effect of the electrochemical processes used by neurons for signaling, brain tissue generates electric fields when it is active. When large numbers of neurons show synchronized activity, the electric fields that they generate can be large enough to detect outside the skull, using electroencephalography (EEG) or magnetoencephalography (MEG). EEG recordings, along with recordings made from electrodes implanted inside the brains of animals such as rats, show that the brain of a living animal is constantly active, even during sleep. Each part of the brain shows a mixture of rhythmic and nonrhythmic activity, which may vary according to behavioral state. In mammals, the cerebral cortex tends to show large slow delta waves during sleep, faster alpha waves when the animal is awake but inattentive, and chaotic-looking irregular activity when the animal is actively engaged in a task. During an epileptic seizure, the brain's inhibitory control mechanisms fail to function and electrical activity rises to pathological levels, producing EEG traces that show large wave and spike patterns not seen in a healthy brain. Relating these population-level patterns to the computational functions of individual neurons is a major focus of current research in neurophysiology.",An EEG of the brain stands for what?,contradiction
Adult contemporary became a very popular radio format during the 1980s.,factual,"On April 7, 1979, the Easy Listening chart officially became known as Adult Contemporary, and those two words have remained consistent in the name of the chart ever since. Adult contemporary music became one of the most popular radio formats of the 1980s. The growth of AC was a natural result of the generation that first listened to the more ""specialized"" music of the mid-late 1970s growing older and not being interested in the heavy metal and rap/hip-hop music that a new generation helped to play a significant role in the Top 40 charts by the end of the decade.",During what decade did adult contemporary become a very popular format for radio?,"""factual"""
The Houston area ranked first in Texas for business in 2006.,factual,"In 2006, the Houston metropolitan area ranked first in Texas and third in the U.S. within the Category of ""Best Places for Business and Careers"" by Forbes magazine. Foreign governments have established 92 consular offices in Houston's metropolitan area, the third highest in the nation. Forty foreign governments maintain trade and commercial offices here and 23 active foreign chambers of commerce and trade associations. Twenty-five foreign banks representing 13 nations operate in Houston, providing financial assistance to the international community.",When did the Houston area rank first in Texas for business?,"""factual"""
"In the year 2000, it was estimated that 32,000 tonnes of Patagonian toothfish were illegally fished.",factual,"The passing of the Antarctic Conservation Act (1978) in the U.S. brought several restrictions to U.S. activity on Antarctica. The introduction of alien plants or animals can bring a criminal penalty, as can the extraction of any indigenous species. The overfishing of krill, which plays a large role in the Antarctic ecosystem, led officials to enact regulations on fishing. The Convention for the Conservation of Antarctic Marine Living Resources (CCAMLR), a treaty that came into force in 1980, requires that regulations managing all Southern Ocean fisheries consider potential effects on the entire Antarctic ecosystem. Despite these new acts, unregulated and illegal fishing, particularly of Patagonian toothfish (marketed as Chilean Sea Bass in the U.S.), remains a serious problem. The illegal fishing of toothfish has been increasing, with estimates of 32,000 tonnes (35,300 short tons) in 2000.",How many tonnes of Patagonian toothfish were illegally fished in 2000?,"""factual"""
"The foundation of Federalist Paper No. 39 is that it is federal, not national, and the sources from which the ordinary powers of the government are drawn are both federal and national in nature.",factual,"Federations often employ the paradox of being a union of states, while still being states (or having aspects of statehood) in themselves. For example, James Madison (author of the US Constitution) wrote in Federalist Paper No. 39 that the US Constitution ""is in strictness neither a national nor a federal constitution; but a composition of both. In its foundation, it is federal, not national; in the sources from which the ordinary powers of the Government are drawn, it is partly federal, and partly national..."" This stems from the fact that states in the US maintain all sovereignty that they do not yield to the federation by their own consent. This was reaffirmed by the Tenth Amendment to the United States Constitution, which reserves all powers and rights that are not delegated to the Federal Government as left to the States and to the people.",What is the foundation for federalist paper no. 39?,"""factual"""
High Cubism took place from 1909 to 1914.,factual,"Historians have divided the history of Cubism into phases. In one scheme, the first phase of Cubism, known as Analytic Cubism, a phrase coined by Juan Gris a posteriori, was both radical and influential as a short but highly significant art movement between 1910 and 1912 in France. A second phase, Synthetic Cubism, remained vital until around 1919, when the Surrealist movement gained popularity. English art historian Douglas Cooper proposed another scheme, describing three phases of Cubism in his book, The Cubist Epoch. According to Cooper there was ""Early Cubism"", (from 1906 to 1908) when the movement was initially developed in the studios of Picasso and Braque; the second phase being called ""High Cubism"", (from 1909 to 1914) during which time Juan Gris emerged as an important exponent (after 1911); and finally Cooper referred to ""Late Cubism"" (from 1914 to 1921) as the last phase of Cubism as a radical avant-garde movement. Douglas Cooper's restrictive use of these terms to distinguish the work of Braque, Picasso, Gris (from 1911) and Léger (to a lesser extent) implied an intentional value judgement.",From what years did High Cubism take place? ,"""factual"""
The first map to depict the entire North American East coast was the 1527 world map known as the Padrón Real.,irrelevant,"Many US and European jewellery companies, including Bulgari, Tiffany, and Cartier, refuse to import these stones based on reports of deplorable working conditions in the mines. Human Rights Watch has encouraged a complete ban on the purchase of Burmese gems based on these reports and because nearly all profits go to the ruling junta, as the majority of mining activity in the country is government-run. The government of Myanmar controls the gem trade by direct ownership or by joint ventures with private owners of mines.",What is the difficulty with expanding the gem business in Burma ?,irrelevant
"A victor emerged in World War I in 1918, when the Allies defeated the Central Powers.",factual,"The outbreak of World War I in 1914 was precipitated by the rise of nationalism in Southeastern Europe as the Great Powers took up sides. The Allies defeated the Central Powers in 1918. During the Paris Peace Conference the Big Four imposed their terms in a series of treaties, especially the Treaty of Versailles.",When did a victor emerge in World War I?,"""factual"""
"The three countries that share the PAL A region are the United Kingdom, Italy, and Australia.",factual,"In the UK, Italy and Australia which share the PAL A region, two versions of the NES were released; the ""Mattel Version"" and ""NES Version"". When the NES was first released in those countries, it was distributed by Mattel and Nintendo decided to use a lockout chip specific to those countries, different from the chip used in other European countries. When Nintendo took over European distribution in 1990, they produced consoles that were then labelled ""NES Version""; therefore, the only differences between the two are the text on the front flap and texture on the top/bottom of the casing.",Which three countries share the PAL A region?,"""factual"""
Around 60 currently existing bird species are unable to fly.,irrelevant,"Typical jungle animals, particularly tigers and leopards, occur sparsely in Myanmar. In upper Myanmar, there are rhinoceros, wild buffalo, wild boars, deer, antelope, and elephants, which are also tamed or bred in captivity for use as work animals, particularly in the lumber industry. Smaller mammals are also numerous, ranging from gibbons and monkeys to flying foxes and tapirs. The abundance of birds is notable with over 800 species, including parrots, peafowl, pheasants, crows, herons, and paddybirds. Among reptile species there are crocodiles, geckos, cobras, Burmese pythons, and turtles. Hundreds of species of freshwater fish are wide-ranging, plentiful and are very important food sources. For a list of protected areas, see List of protected areas of Myanmar.",What is an important protein source  in the Burmese diet?,irrelevant
"In the towns, it was the guilds that gained increasing power during this period of financial expansion.",factual,"With the financial expansion, trading rights became more jealously guarded by the commercial elite. Towns saw the growing power of guilds, while on a national level special companies would be granted monopolies on particular trades, like the English wool Staple. The beneficiaries of these developments would accumulate immense wealth. Families like the Fuggers in Germany, the Medicis in Italy, the de la Poles in England, and individuals like Jacques Coeur in France would help finance the wars of kings, and achieve great political influence in the process.",Which economic associations gained power in the towns?,"""factual"""
Cablevision operates a channel called News 12 The Bronx in the Bronx.,factual,"The City of New York has an official television station run by the NYC Media Group and broadcasting from Bronx Community College, and Cablevision operates News 12 The Bronx, both of which feature programming based in the Bronx. Co-op City was the first area in the Bronx, and the first in New York beyond Manhattan, to have its own cable television provider. The local public-access television station BronxNet originates from Herbert H. Lehman College, the borough's only four year CUNY school, and provides government-access television (GATV) public affairs programming in addition to programming produced by Bronx residents.",What channel in the Bronx does Cablevision run?,"""factual"""
"By the conclusion of the 18th century, China's population had reached 300 million.",factual,"By the end of the 18th century the population had risen to 300 million from approximately 150 million during the late Ming dynasty. The dramatic rise in population was due to several reasons, including the long period of peace and stability in the 18th century and the import of new crops China received from the Americas, including peanuts, sweet potatoes and maize. New species of rice from Southeast Asia led to a huge increase in production. Merchant guilds proliferated in all of the growing Chinese cities and often acquired great social and even political influence. Rich merchants with official connections built up huge fortunes and patronized literature, theater and the arts. Textile and handicraft production boomed.",What was China's population at the end of the 18th century?,"""factual"""
The Gorton Government ceased replacing troops in Vietnam at the conclusion of 1970.,factual,"The Gorton Government increased funding for the arts, setting up the Australian Council for the Arts, the Australian Film Development Corporation and the National Film and Television Training School. The Gorton Government passed legislation establishing equal pay for men and women and increased pensions, allowances and education scholarships, as well as providing free health care to 250,000 of the nation's poor (but not universal health care). Gorton's government kept Australia in the Vietnam War but stopped replacing troops at the end of 1970.",What year did the Gorton Government stop replacing troups in Vietnam?,"""factual"""
"Tuvalu's vulnerability to storm damage is due to its low elevation, with the highest point in the country being only 4.6 meters above sea level.",factual,"Because of the low elevation, the islands that make up this nation are vulnerable to the effects of tropical cyclones and by the threat of current and future sea level rise. The highest elevation is 4.6 metres (15 ft) above sea level on Niulakita, which gives Tuvalu the second-lowest maximum elevation of any country (after the Maldives). The highest elevations are typically in narrow storm dunes on the ocean side of the islands which are prone to overtopping in tropical cyclones, as occurred with Cyclone Bebe, which was a very early-season storm that passed through the Tuvaluan atolls in October 1972. Cyclone Bebe submerged Funafuti, eliminating 90% of structures on the island. Sources of drinking water were contaminated as a result of the system's storm surge and the flooding of the sources of fresh water.",What geological situation makes Tuvalu prone to storm damage?,"""factual"""
The swallows remained alive for a period of several years during the experiment.,irrelevant,"In mid-2015, several new color schemes for all of the current iPod models were spotted in the latest version of iTunes, 12.2. Belgian website Belgium iPhone originally found the images when plugging in an iPod for the first time, and subsequent leaked photos were found by Pierre Dandumont.",What version of iTunes contained the leaked photos of new iPod colors?,irrelevant
"During the Liverpool Blitz, air attacks resulted in the sinking of 39,126 long tons (39,754 metric tons) of shipping.",factual,"Regardless, the Luftwaffe could still inflict huge damage. With the German occupation of Western Europe, the intensification of submarine and air attack on Britain's sea communications was feared by the British. Such an event would have serious consequences on the future course of the war, should the Germans succeed. Liverpool and its port became an important destination for convoys heading through the Western Approaches from North America, bringing supplies and materials. The considerable rail network distributed to the rest of the country. Operations against Liverpool in the Liverpool Blitz were successful. Air attacks sank 39,126 long tons (39,754 t) of shipping, with another 111,601 long tons (113,392 t) damaged. Minister of Home Security Herbert Morrison was also worried morale was breaking, noting the defeatism expressed by civilians. Other sources point to half of the port's 144 berths rendered unusable, while cargo unloading capability was reduced by 75%. Roads and railways were blocked and ships could not leave harbour. On 8 May 1941, 57 ships were destroyed, sunk or damaged amounting to 80,000 long tons (81,000 t). Around 66,000 houses were destroyed, 77,000 people made homeless, and 1,900 people killed and 1,450 seriously hurt on one night. Operations against London up until May 1941 could also have a severe impact on morale. The populace of the port of Hull became 'trekkers', people who underwent a mass exodus from cities before, during, and after attacks. However, the attacks failed to knock out or damage railways, or port facilities for long, even in the Port of London, a target of many attacks. The Port of London in particular was an important target, bringing in one-third of overseas trade.",The Liverpool Blitz sank how much shipping?,"""factual"""
"Gaddafi believed that the protection of private property, a principle in sharia law, was inconsistent with the socialist ideals outlined in The Green Book.",factual,"With preceding legal institutions abolished, Gaddafi envisioned the Jamahiriya as following the Qur'an for legal guidance, adopting sharia law; he proclaimed ""man-made"" laws unnatural and dictatorial, only permitting Allah's law. Within a year he was backtracking, announcing that sharia was inappropriate for the Jamahiriya because it guaranteed the protection of private property, contravening The Green Book's socialism. His emphasis on placing his own work on a par with the Qur'an led conservative clerics to accuse him of shirk, furthering their opposition to his regime. In July, a border war broke out with Egypt, in which the Egyptians defeated Libya despite their technological inferiority. The conflict lasted one week before both sides agreed to sign a peace treaty that was brokered by several Arab states. That year, Gaddafi was invited to Moscow by the Soviet government in recognition of their increasing commercial relationship.",What tenet of sharia did Gaddafi believe was incompatible with socialism?,"""factual"""
Percy Thomas designed public buildings in the neoclassical style during the interwar period.,factual,"In the early 20th century, the writings of Albert Richardson were responsible for a re-awakening of interest in pure neoclassical design. Vincent Harris (compare Harris's colonnaded and domed interior of Manchester Central Reference Library to the colonnaded and domed interior by John Carr and R R Duke), Bradshaw Gass & Hope and Percy Thomas were among those who designed public buildings in the neoclassical style in the interwar period. In the British Raj in India, Sir Edwin Lutyens' monumental city planning for New Delhi marked the sunset of neoclassicism. In Scotland and the north of England, where the Gothic Revival was less strong, architects continued to develop the neoclassical style of William Henry Playfair. The works of Cuthbert Brodrick and Alexander Thomson show that by the end of the 19th century the results could be powerful and eccentric.",In what period did Percy Thomas design public building in neoclassical?,contradiction
